nUMIs	nGenes	cell_type
2141	954	B
1268	171	B
2520	991	B
2974	935	B
14158	3286	T
671	377	B
3747	1368	B
2835	1074	B
605	385	B
3144	1296	B
2529	920	B
3692	959	B
1919	843	B
2878	989	T
3336	1333	B
3460	906	B
4292	1179	B
4236	1349	B
3551	971	B
887	443	B
5021	1395	B
2062	884	B
3788	1400	B
1842	731	T
538	153	B
3683	1057	B
1942	823	B
2597	919	B
2887	897	B
6740	1399	B
2182	916	B
1371	681	B
4867	1571	T
2619	962	B
1187	724	B
4382	1232	B
681	412	T
4096	1483	B
1221	596	B
1804	1038	B
1002	396	T
2776	1086	B
7229	1869	B
574	355	B
7222	2144	T
1065	374	B
733	336	B
4509	1329	B
1822	846	B
3863	1498	B
6944	1865	T
5986	1676	T
2578	1063	B
3859	1264	B
3897	1082	T
9221	2133	B
2400	889	B
1977	780	T
2550	901	B
4693	1517	T
606	197	B
581	357	B
1803	640	T
940	552	B
2532	887	B
5421	1702	B
6681	1480	B
2610	984	B
1320	781	T
5252	1490	B
3040	945	B
2430	980	B
2816	1201	B
2724	1009	T
2729	558	B
1831	787	B
3668	1347	T
1900	576	T
2330	806	B
4667	1395	T
742	337	B
2078	789	B
2244	807	B
2642	1020	B
5121	1400	B
2304	922	B
5494	1686	B
5752	1732	T
4317	1369	T
3814	987	T
3557	1074	T
2250	863	B
968	440	B
4188	1408	T
5904	1621	B
4617	1579	B
3017	847	B
1196	637	B
2668	1000	B
853	474	B
1930	842	B
609	339	B
5044	1274	B
2038	1007	B
3264	1168	B
3265	1017	B
6522	1619	B
2263	930	B
3609	1247	B
3134	1078	B
3679	1320	B
1111	394	B
3025	1086	B
3868	1309	B
1348	607	B
2277	827	B
8073	1908	T
922	633	B
3047	1020	B
2227	784	B
5440	1955	T
2350	904	T
1527	317	B
1457	707	B
3157	1013	B
3375	1138	B
2033	844	B
2156	825	T
2069	789	B
3440	1205	B
2160	754	T
2984	985	B
4003	1170	B
1252	609	T
2453	1047	T
3752	1183	B
2537	938	T
3571	1119	B
1883	785	T
1969	852	T
3321	1149	B
6357	1420	T
3039	1107	B
2502	926	T
6171	1703	T
2981	989	B
570	280	B
2938	1112	T
3906	1031	B
3824	1051	B
3973	1380	B
7614	1997	B
2297	897	B
1191	536	B
4547	981	T
645	380	B
1611	565	B
1114	550	B
2330	932	T
3319	1169	B
3501	1069	B
3723	1127	B
3014	898	T
1734	802	B
4272	1539	B
745	230	B
3153	1205	B
2761	1096	B
2967	1185	B
2331	822	B
700	393	B
522	308	B
4080	1222	B
664	375	B
2371	1005	B
6256	1821	T
1981	826	T
8869	2296	T
1090	641	B
1102	585	B
794	440	B
4299	1211	B
1059	553	B
2598	1054	B
9417	2022	T
3947	988	B
3973	1372	B
768	421	B
606	334	B
4377	1476	B
15074	3462	T
1176	501	B
2758	1034	B
3679	1317	B
2788	1185	B
2962	1058	B
1585	717	B
2227	908	T
3350	1183	B
2865	1181	B
2130	160	B
1220	554	T
1530	497	B
511	327	B
4945	1568	B
855	259	B
1363	662	B
530	299	B
3802	1163	T
3019	938	B
594	376	B
1203	626	B
4798	1375	B
3279	1003	B
3145	1165	B
2062	796	T
861	460	B
2545	983	B
8045	2081	T
686	504	B
895	563	B
4070	1142	B
6224	986	T
4743	1215	T
2172	772	B
1542	715	T
4240	1373	T
2301	808	B
2531	946	B
1907	860	T
3529	1168	B
7055	2037	B
4030	1399	T
6663	1675	B
1601	846	T
3447	984	T
567	329	B
1693	732	B
4791	1510	T
911	475	T
2868	1069	B
2930	1161	B
11315	2439	T
4976	1498	B
2655	1059	B
6162	1493	T
2694	1185	B
4751	802	B
1102	571	B
3291	1261	T
7843	2326	B
9765	2207	B
2430	1091	T
2764	1139	B
2906	1077	B
2753	1159	B
3585	1037	B
1571	549	B
643	359	B
2304	914	T
7615	1949	B
3765	1274	B
706	362	B
2881	876	B
1595	798	T
6284	1526	B
3202	950	T
855	529	B
5495	1463	B
1508	671	B
918	611	B
3076	994	T
8292	2135	B
2578	951	B
4329	1459	B
4839	1029	B
5684	1517	B
2017	848	B
2488	975	T
3804	1397	T
503	356	B
4556	1397	B
1029	661	T
2697	935	T
2388	613	B
3505	1331	B
883	554	B
1011	510	B
3620	1113	B
1145	661	B
2703	959	T
3447	1009	B
2301	735	B
4215	1094	B
4713	1536	B
2859	944	B
2689	1084	B
2252	870	T
4979	1450	B
2229	937	T
3985	1369	B
4017	1092	B
2978	768	B
4185	1401	T
2030	790	B
1288	594	B
4573	1417	B
754	382	T
2640	1101	B
2550	969	B
3333	1068	T
1925	943	B
1453	691	B
2337	414	B
2307	1016	T
4264	846	T
836	323	B
3626	1263	B
3416	1117	T
2451	1112	B
1921	834	B
5517	1680	B
3219	1128	B
2694	969	T
3865	1307	B
4674	1149	B
717	484	B
615	389	B
2885	1049	B
2609	941	B
2338	1010	T
3931	1320	T
4605	1470	B
1571	742	B
4450	1369	B
4064	1393	B
3083	983	B
1752	771	B
2533	891	B
2764	1164	B
814	521	B
3804	1341	B
659	280	B
2632	1026	B
2950	1183	B
2138	842	B
2815	857	B
8596	1994	B
1852	812	B
2580	977	T
11718	2547	B
1052	626	B
3234	1089	T
3648	1118	T
2709	881	B
2183	900	B
1599	733	B
2827	949	B
4839	1459	B
2008	696	B
3217	1090	B
3951	1327	B
3458	1180	B
974	151	B
1171	149	B
2390	928	B
635	314	B
6076	1668	B
2087	194	B
1534	809	B
4843	1403	B
2063	965	T
2336	928	B
547	170	B
3880	1305	B
2771	1050	B
5610	1769	B
2304	851	B
2945	931	B
1562	780	B
2648	966	B
3151	1061	B
3273	1118	B
1565	678	T
3324	1149	T
2527	1013	B
4234	1310	B
2210	900	T
2200	815	T
1595	567	B
6699	1787	B
10113	2327	B
4575	1432	B
2677	965	B
3994	1246	T
929	287	B
3535	1207	T
3490	1105	T
3350	1241	B
4443	1349	B
815	446	B
3001	1172	B
4422	1269	B
2139	753	T
2937	988	T
3601	931	T
4084	1229	B
1146	445	B
1973	804	B
4445	1278	B
796	498	B
6223	1424	T
5674	1495	B
3773	1229	B
3453	1226	B
549	325	B
4385	1424	T
4263	1448	T
584	268	B
4100	1236	B
2319	804	B
3180	928	B
3564	1443	T
2973	857	B
1988	785	B
800	309	B
4678	1515	T
6250	1764	B
1256	639	B
4154	1399	B
1919	768	T
1810	202	B
4235	1397	B
2429	836	B
2515	937	B
4213	1149	B
4305	1284	B
5003	1571	T
4224	1292	B
3552	1126	T
3799	327	B
4120	1319	B
4516	1273	B
843	159	B
2869	628	B
5559	1583	B
2384	1106	B
4177	1378	B
1452	660	B
1707	339	B
4451	1232	B
1221	574	B
3786	1220	T
4619	1233	B
1630	376	B
3172	1010	B
4698	1333	B
5237	1766	B
1936	837	B
2770	929	B
8873	2179	B
1139	504	B
4309	1507	B
1437	684	B
3051	1007	B
4897	1359	B
2314	915	B
1587	723	B
5486	1524	B
2622	984	B
1925	386	B
748	361	B
2089	755	B
1396	600	B
3280	957	T
3349	1367	B
1160	643	B
736	434	B
1704	658	B
2891	1144	B
3271	1159	B
1955	832	T
1641	702	B
658	124	B
1070	588	B
2768	999	T
5038	1715	T
5518	1610	B
1224	542	B
3108	1112	B
788	420	B
1182	533	T
2193	939	B
5704	1527	B
1698	650	B
2220	783	T
2684	870	B
2701	825	B
6056	1713	T
1122	549	B
1886	622	B
2533	1014	B
1327	507	B
5376	1709	B
2475	981	B
4337	1576	B
1240	610	B
5525	1715	T
1703	819	B
777	309	B
4272	1535	T
3215	1122	T
5997	1638	T
2335	583	B
4805	1439	T
1727	652	B
4021	1286	B
2142	857	B
7040	1907	B
1681	801	B
3632	1293	B
1355	566	B
1377	663	B
2144	820	T
807	510	B
1172	506	B
853	493	B
4535	1462	B
1249	546	B
3548	915	B
4846	1490	B
580	372	B
6078	1873	B
3178	1183	B
3203	994	B
977	403	B
1650	692	B
5923	1845	B
3174	1017	B
1191	654	B
4025	1305	B
896	472	B
2320	947	B
3913	1047	B
3314	847	B
1739	704	T
1199	636	T
2319	431	B
3318	1132	B
2351	960	B
2910	925	B
3182	1154	B
3559	1113	B
3676	839	B
1211	565	B
5435	1517	T
5684	1566	B
6436	1659	T
731	458	T
7903	2017	T
1401	403	B
7722	2135	T
2258	1030	T
6302	1865	B
1918	815	B
934	555	B
1771	809	B
2621	640	B
1015	515	B
